ENPH,Date
5.699999809265137,2013-12-13 00:00:00-05:00
5.559999942779541,2013-12-16 00:00:00-05:00
5.769999980926514,2013-12-17 00:00:00-05:00
5.800000190734863,2013-12-18 00:00:00-05:00
5.980000019073486,2013-12-19 00:00:00-05:00
5.699999809265137,2013-12-20 00:00:00-05:00
5.610000133514404,2013-12-23 00:00:00-05:00
5.829999923706055,2013-12-24 00:00:00-05:00
5.78000020980835,2013-12-26 00:00:00-05:00
5.869999885559082,2013-12-27 00:00:00-05:00
6.389999866485596,2013-12-30 00:00:00-05:00
6.340000152587891,2013-12-31 00:00:00-05:00
6.78000020980835,2014-01-02 00:00:00-05:00
6.920000076293945,2014-01-03 00:00:00-05:00
7.039999961853027,2014-01-06 00:00:00-05:00
7.539999961853027,2014-01-07 00:00:00-05:00
7.25,2014-01-08 00:00:00-05:00
7.590000152587891,2014-01-09 00:00:00-05:00
7.789999961853027,2014-01-10 00:00:00-05:00
8.050000190734863,2014-01-13 00:00:00-05:00
7.869999885559082,2014-01-14 00:00:00-05:00
8.260000228881836,2014-01-15 00:00:00-05:00
8.279999732971191,2014-01-16 00:00:00-05:00
8.130000114440918,2014-01-17 00:00:00-05:00
8.220000267028809,2014-01-21 00:00:00-05:00
8.079999923706055,2014-01-22 00:00:00-05:00
7.829999923706055,2014-01-23 00:00:00-05:00
7.610000133514404,2014-01-24 00:00:00-05:00
7.329999923706055,2014-01-27 00:00:00-05:00
7.409999847412109,2014-01-28 00:00:00-05:00
7.320000171661377,2014-01-29 00:00:00-05:00
7.539999961853027,2014-01-30 00:00:00-05:00
7.400000095367432,2014-01-31 00:00:00-05:00
6.650000095367432,2014-02-03 00:00:00-05:00
6.739999771118164,2014-02-04 00:00:00-05:00
6.599999904632568,2014-02-05 00:00:00-05:00
6.599999904632568,2014-02-06 00:00:00-05:00
6.690000057220459,2014-02-07 00:00:00-05:00
7.03000020980835,2014-02-10 00:00:00-05:00
7.0,2014-02-11 00:00:00-05:00
6.860000133514404,2014-02-12 00:00:00-05:00
7.300000190734863,2014-02-13 00:00:00-05:00
7.300000190734863,2014-02-14 00:00:00-05:00
7.579999923706055,2014-02-18 00:00:00-05:00
8.069999694824219,2014-02-19 00:00:00-05:00
7.909999847412109,2014-02-20 00:00:00-05:00
7.369999885559082,2014-02-21 00:00:00-05:00
7.630000114440918,2014-02-24 00:00:00-05:00
7.889999866485596,2014-02-25 00:00:00-05:00
8.210000038146973,2014-02-26 00:00:00-05:00
8.25,2014-02-27 00:00:00-05:00
8.069999694824219,2014-02-28 00:00:00-05:00
8.020000457763672,2014-03-03 00:00:00-05:00
8.479999542236328,2014-03-04 00:00:00-05:00
8.640000343322754,2014-03-05 00:00:00-05:00
8.4399995803833,2014-03-06 00:00:00-05:00
8.520000457763672,2014-03-07 00:00:00-05:00
8.399999618530273,2014-03-10 00:00:00-04:00
8.380000114440918,2014-03-11 00:00:00-04:00
8.510000228881836,2014-03-12 00:00:00-04:00
8.369999885559082,2014-03-13 00:00:00-04:00
8.260000228881836,2014-03-14 00:00:00-04:00
8.260000228881836,2014-03-17 00:00:00-04:00
8.529999732971191,2014-03-18 00:00:00-04:00
8.510000228881836,2014-03-19 00:00:00-04:00
8.34000015258789,2014-03-20 00:00:00-04:00
8.270000457763672,2014-03-21 00:00:00-04:00
8.229999542236328,2014-03-24 00:00:00-04:00
8.289999961853027,2014-03-25 00:00:00-04:00
7.78000020980835,2014-03-26 00:00:00-04:00
7.190000057220459,2014-03-27 00:00:00-04:00
7.21999979019165,2014-03-28 00:00:00-04:00
7.360000133514404,2014-03-31 00:00:00-04:00
7.900000095367432,2014-04-01 00:00:00-04:00
8.399999618530273,2014-04-02 00:00:00-04:00
7.989999771118164,2014-04-03 00:00:00-04:00
7.679999828338623,2014-04-04 00:00:00-04:00
7.739999771118164,2014-04-07 00:00:00-04:00
7.699999809265137,2014-04-08 00:00:00-04:00
7.980000019073486,2014-04-09 00:00:00-04:00
7.369999885559082,2014-04-10 00:00:00-04:00
7.369999885559082,2014-04-11 00:00:00-04:00
7.210000038146973,2014-04-14 00:00:00-04:00
7.159999847412109,2014-04-15 00:00:00-04:00
7.230000019073486,2014-04-16 00:00:00-04:00
7.570000171661377,2014-04-17 00:00:00-04:00
7.670000076293945,2014-04-21 00:00:00-04:00
8.149999618530273,2014-04-22 00:00:00-04:00
7.940000057220459,2014-04-23 00:00:00-04:00
8.109999656677246,2014-04-24 00:00:00-04:00
7.650000095367432,2014-04-25 00:00:00-04:00
7.369999885559082,2014-04-28 00:00:00-04:00
7.320000171661377,2014-04-29 00:00:00-04:00
7.550000190734863,2014-04-30 00:00:00-04:00
7.440000057220459,2014-05-01 00:00:00-04:00
7.300000190734863,2014-05-02 00:00:00-04:00
7.269999980926514,2014-05-05 00:00:00-04:00
6.949999809265137,2014-05-06 00:00:00-04:00
7.800000190734863,2014-05-07 00:00:00-04:00
7.900000095367432,2014-05-08 00:00:00-04:00
8.020000457763672,2014-05-09 00:00:00-04:00
8.4399995803833,2014-05-12 00:00:00-04:00
8.359999656677246,2014-05-13 00:00:00-04:00
8.210000038146973,2014-05-14 00:00:00-04:00
8.09000015258789,2014-05-15 00:00:00-04:00
8.390000343322754,2014-05-16 00:00:00-04:00
8.239999771118164,2014-05-19 00:00:00-04:00
8.079999923706055,2014-05-20 00:00:00-04:00
8.539999961853027,2014-05-21 00:00:00-04:00
8.670000076293945,2014-05-22 00:00:00-04:00
8.75,2014-05-23 00:00:00-04:00
8.520000457763672,2014-05-27 00:00:00-04:00
8.420000076293945,2014-05-28 00:00:00-04:00
8.430000305175781,2014-05-29 00:00:00-04:00
8.449999809265137,2014-05-30 00:00:00-04:00
8.430000305175781,2014-06-02 00:00:00-04:00
8.380000114440918,2014-06-03 00:00:00-04:00
8.59000015258789,2014-06-04 00:00:00-04:00
8.869999885559082,2014-06-05 00:00:00-04:00
8.779999732971191,2014-06-06 00:00:00-04:00
8.779999732971191,2014-06-09 00:00:00-04:00
8.609999656677246,2014-06-10 00:00:00-04:00
8.4399995803833,2014-06-11 00:00:00-04:00
8.390000343322754,2014-06-12 00:00:00-04:00
8.430000305175781,2014-06-13 00:00:00-04:00
8.569999694824219,2014-06-16 00:00:00-04:00
8.65999984741211,2014-06-17 00:00:00-04:00
8.800000190734863,2014-06-18 00:00:00-04:00
8.65999984741211,2014-06-19 00:00:00-04:00
