FANG,Date
54.40141677856445,2014-04-08 00:00:00-04:00
55.59398651123047,2014-04-09 00:00:00-04:00
53.609073638916016,2014-04-10 00:00:00-04:00
55.218238830566406,2014-04-11 00:00:00-04:00
57.27669906616211,2014-04-14 00:00:00-04:00
56.42716979980469,2014-04-15 00:00:00-04:00
57.578914642333984,2014-04-16 00:00:00-04:00
59.90691375732422,2014-04-17 00:00:00-04:00
60.87077331542969,2014-04-21 00:00:00-04:00
60.658409118652344,2014-04-22 00:00:00-04:00
60.35615539550781,2014-04-23 00:00:00-04:00
61.60593032836914,2014-04-24 00:00:00-04:00
58.35490417480469,2014-04-25 00:00:00-04:00
57.96282958984375,2014-04-28 00:00:00-04:00
58.9920539855957,2014-04-29 00:00:00-04:00
58.76333236694336,2014-04-30 00:00:00-04:00
58.21604919433594,2014-05-01 00:00:00-04:00
60.258140563964844,2014-05-02 00:00:00-04:00
60.143795013427734,2014-05-05 00:00:00-04:00
59.83338165283203,2014-05-06 00:00:00-04:00
61.85097122192383,2014-05-07 00:00:00-04:00
58.616294860839844,2014-05-08 00:00:00-04:00
58.19154357910156,2014-05-09 00:00:00-04:00
59.40046310424805,2014-05-12 00:00:00-04:00
60.2254753112793,2014-05-13 00:00:00-04:00
58.82868194580078,2014-05-14 00:00:00-04:00
56.71306610107422,2014-05-15 00:00:00-04:00
57.72594451904297,2014-05-16 00:00:00-04:00
58.118038177490234,2014-05-19 00:00:00-04:00
57.30934143066406,2014-05-20 00:00:00-04:00
59.392303466796875,2014-05-21 00:00:00-04:00
59.65367889404297,2014-05-22 00:00:00-04:00
59.4494743347168,2014-05-23 00:00:00-04:00
58.379417419433594,2014-05-27 00:00:00-04:00
58.314083099365234,2014-05-28 00:00:00-04:00
61.27919006347656,2014-05-29 00:00:00-04:00
61.654945373535156,2014-05-30 00:00:00-04:00
62.16954803466797,2014-06-02 00:00:00-04:00
63.95841979980469,2014-06-03 00:00:00-04:00
64.15447235107422,2014-06-04 00:00:00-04:00
64.72624969482422,2014-06-05 00:00:00-04:00
66.23739624023438,2014-06-06 00:00:00-04:00
66.98072052001953,2014-06-09 00:00:00-04:00
67.25027465820312,2014-06-10 00:00:00-04:00
68.48371887207031,2014-06-11 00:00:00-04:00
69.17801666259766,2014-06-12 00:00:00-04:00
71.8409194946289,2014-06-13 00:00:00-04:00
73.43373107910156,2014-06-16 00:00:00-04:00
73.72779846191406,2014-06-17 00:00:00-04:00
73.79315185546875,2014-06-18 00:00:00-04:00
72.73944854736328,2014-06-19 00:00:00-04:00
73.34387969970703,2014-06-20 00:00:00-04:00
74.66717529296875,2014-06-23 00:00:00-04:00
71.62852478027344,2014-06-24 00:00:00-04:00
73.97286224365234,2014-06-25 00:00:00-04:00
72.93547058105469,2014-06-26 00:00:00-04:00
72.44537353515625,2014-06-27 00:00:00-04:00
72.53522491455078,2014-06-30 00:00:00-04:00
73.32756805419922,2014-07-01 00:00:00-04:00
72.11863708496094,2014-07-02 00:00:00-04:00
72.54338836669922,2014-07-03 00:00:00-04:00
71.31812286376953,2014-07-07 00:00:00-04:00
70.22355651855469,2014-07-08 00:00:00-04:00
71.30178833007812,2014-07-09 00:00:00-04:00
70.01936340332031,2014-07-10 00:00:00-04:00
68.78594970703125,2014-07-11 00:00:00-04:00
70.73001098632812,2014-07-14 00:00:00-04:00
68.09162139892578,2014-07-15 00:00:00-04:00
69.83148956298828,2014-07-16 00:00:00-04:00
69.19435119628906,2014-07-17 00:00:00-04:00
70.78719329833984,2014-07-18 00:00:00-04:00
71.87356567382812,2014-07-21 00:00:00-04:00
70.70549011230469,2014-07-22 00:00:00-04:00
71.75921630859375,2014-07-23 00:00:00-04:00
71.88990783691406,2014-07-24 00:00:00-04:00
70.00302124023438,2014-07-25 00:00:00-04:00
69.26789093017578,2014-07-28 00:00:00-04:00
69.9131851196289,2014-07-29 00:00:00-04:00
69.22701263427734,2014-07-30 00:00:00-04:00
67.16859436035156,2014-07-31 00:00:00-04:00
65.36334991455078,2014-08-01 00:00:00-04:00
66.66214752197266,2014-08-04 00:00:00-04:00
64.47303771972656,2014-08-05 00:00:00-04:00
64.13811492919922,2014-08-06 00:00:00-04:00
62.55345916748047,2014-08-07 00:00:00-04:00
