GFS,Date
60.7599983215332,2023-09-14 00:00:00-04:00
58.08000183105469,2023-09-15 00:00:00-04:00
58.25,2023-09-18 00:00:00-04:00
57.86000061035156,2023-09-19 00:00:00-04:00
57.349998474121094,2023-09-20 00:00:00-04:00
57.310001373291016,2023-09-21 00:00:00-04:00
56.83000183105469,2023-09-22 00:00:00-04:00
57.2599983215332,2023-09-25 00:00:00-04:00
56.22999954223633,2023-09-26 00:00:00-04:00
57.810001373291016,2023-09-27 00:00:00-04:00
58.599998474121094,2023-09-28 00:00:00-04:00
58.189998626708984,2023-09-29 00:00:00-04:00
57.970001220703125,2023-10-02 00:00:00-04:00
56.060001373291016,2023-10-03 00:00:00-04:00
57.060001373291016,2023-10-04 00:00:00-04:00
56.470001220703125,2023-10-05 00:00:00-04:00
56.91999816894531,2023-10-06 00:00:00-04:00
56.47999954223633,2023-10-09 00:00:00-04:00
58.02000045776367,2023-10-10 00:00:00-04:00
57.22999954223633,2023-10-11 00:00:00-04:00
57.22999954223633,2023-10-12 00:00:00-04:00
55.650001525878906,2023-10-13 00:00:00-04:00
56.52000045776367,2023-10-16 00:00:00-04:00
56.47999954223633,2023-10-17 00:00:00-04:00
55.61000061035156,2023-10-18 00:00:00-04:00
55.83000183105469,2023-10-19 00:00:00-04:00
54.36000061035156,2023-10-20 00:00:00-04:00
53.95000076293945,2023-10-23 00:00:00-04:00
54.38999938964844,2023-10-24 00:00:00-04:00
51.59000015258789,2023-10-25 00:00:00-04:00
52.060001373291016,2023-10-26 00:00:00-04:00
51.97999954223633,2023-10-27 00:00:00-04:00
49.90999984741211,2023-10-30 00:00:00-04:00
49.619998931884766,2023-10-31 00:00:00-04:00
48.849998474121094,2023-11-01 00:00:00-04:00
50.380001068115234,2023-11-02 00:00:00-04:00
52.849998474121094,2023-11-03 00:00:00-04:00
51.65999984741211,2023-11-06 00:00:00-05:00
54.27000045776367,2023-11-07 00:00:00-05:00
53.02000045776367,2023-11-08 00:00:00-05:00
50.810001373291016,2023-11-09 00:00:00-05:00
51.970001220703125,2023-11-10 00:00:00-05:00
52.130001068115234,2023-11-13 00:00:00-05:00
55.790000915527344,2023-11-14 00:00:00-05:00
56.13999938964844,2023-11-15 00:00:00-05:00
56.41999816894531,2023-11-16 00:00:00-05:00
56.310001373291016,2023-11-17 00:00:00-05:00
58.41999816894531,2023-11-20 00:00:00-05:00
56.4900016784668,2023-11-21 00:00:00-05:00
56.869998931884766,2023-11-22 00:00:00-05:00
55.959999084472656,2023-11-24 00:00:00-05:00
55.369998931884766,2023-11-27 00:00:00-05:00
54.84000015258789,2023-11-28 00:00:00-05:00
54.95000076293945,2023-11-29 00:00:00-05:00
53.689998626708984,2023-11-30 00:00:00-05:00
53.630001068115234,2023-12-01 00:00:00-05:00
52.459999084472656,2023-12-04 00:00:00-05:00
51.619998931884766,2023-12-05 00:00:00-05:00
51.08000183105469,2023-12-06 00:00:00-05:00
52.7599983215332,2023-12-07 00:00:00-05:00
52.5,2023-12-08 00:00:00-05:00
55.349998474121094,2023-12-11 00:00:00-05:00
56.310001373291016,2023-12-12 00:00:00-05:00
57.75,2023-12-13 00:00:00-05:00
59.220001220703125,2023-12-14 00:00:00-05:00
58.75,2023-12-15 00:00:00-05:00
58.52000045776367,2023-12-18 00:00:00-05:00
58.630001068115234,2023-12-19 00:00:00-05:00
58.040000915527344,2023-12-20 00:00:00-05:00
59.810001373291016,2023-12-21 00:00:00-05:00
60.34000015258789,2023-12-22 00:00:00-05:00
61.9900016784668,2023-12-26 00:00:00-05:00
62.2400016784668,2023-12-27 00:00:00-05:00
61.5099983215332,2023-12-28 00:00:00-05:00
60.599998474121094,2023-12-29 00:00:00-05:00
58.0,2024-01-02 00:00:00-05:00
57.02000045776367,2024-01-03 00:00:00-05:00
55.83000183105469,2024-01-04 00:00:00-05:00
56.040000915527344,2024-01-05 00:00:00-05:00
58.20000076293945,2024-01-08 00:00:00-05:00
58.41999816894531,2024-01-09 00:00:00-05:00
57.18000030517578,2024-01-10 00:00:00-05:00
56.95000076293945,2024-01-11 00:00:00-05:00
57.38999938964844,2024-01-12 00:00:00-05:00
55.61000061035156,2024-01-16 00:00:00-05:00
54.869998931884766,2024-01-17 00:00:00-05:00
56.77000045776367,2024-01-18 00:00:00-05:00
59.16999816894531,2024-01-19 00:00:00-05:00
58.7400016784668,2024-01-22 00:00:00-05:00
60.41999816894531,2024-01-23 00:00:00-05:00
60.27000045776367,2024-01-24 00:00:00-05:00
59.33000183105469,2024-01-25 00:00:00-05:00
