KHC,Date
63.02117919921875,2017-01-05 00:00:00-05:00
62.860939025878906,2017-01-06 00:00:00-05:00
62.6861572265625,2017-01-09 00:00:00-05:00
62.569644927978516,2017-01-10 00:00:00-05:00
63.188682556152344,2017-01-11 00:00:00-05:00
63.66938781738281,2017-01-12 00:00:00-05:00
63.38532257080078,2017-01-13 00:00:00-05:00
64.03353881835938,2017-01-17 00:00:00-05:00
64.34672546386719,2017-01-18 00:00:00-05:00
63.98257064819336,2017-01-19 00:00:00-05:00
64.78369903564453,2017-01-20 00:00:00-05:00
64.67446899414062,2017-01-23 00:00:00-05:00
64.59432983398438,2017-01-24 00:00:00-05:00
64.7035903930664,2017-01-25 00:00:00-05:00
65.11874389648438,2017-01-26 00:00:00-05:00
65.13329315185547,2017-01-27 00:00:00-05:00
64.87838745117188,2017-01-30 00:00:00-05:00
65.03132629394531,2017-01-31 00:00:00-05:00
64.39043426513672,2017-02-01 00:00:00-05:00
64.53607177734375,2017-02-02 00:00:00-05:00
65.01676940917969,2017-02-03 00:00:00-05:00
64.60160827636719,2017-02-06 00:00:00-05:00
64.68175506591797,2017-02-07 00:00:00-05:00
64.95849609375,2017-02-08 00:00:00-05:00
65.3882064819336,2017-02-09 00:00:00-05:00
65.69410705566406,2017-02-10 00:00:00-05:00
65.97087097167969,2017-02-13 00:00:00-05:00
66.13837432861328,2017-02-14 00:00:00-05:00
66.345947265625,2017-02-15 00:00:00-05:00
63.567413330078125,2017-02-16 00:00:00-05:00
70.39173126220703,2017-02-17 00:00:00-05:00
69.0953369140625,2017-02-21 00:00:00-05:00
67.9955825805664,2017-02-22 00:00:00-05:00
67.68971252441406,2017-02-23 00:00:00-05:00
67.79164123535156,2017-02-24 00:00:00-05:00
65.99272155761719,2017-02-27 00:00:00-05:00
66.64820861816406,2017-02-28 00:00:00-05:00
67.0294418334961,2017-03-01 00:00:00-05:00
66.91946411132812,2017-03-02 00:00:00-05:00
67.08074188232422,2017-03-03 00:00:00-05:00
66.83148193359375,2017-03-06 00:00:00-05:00
66.56756591796875,2017-03-07 00:00:00-05:00
66.640869140625,2017-03-08 00:00:00-05:00
67.10274505615234,2017-03-09 00:00:00-05:00
67.08807373046875,2017-03-10 00:00:00-05:00
66.84615325927734,2017-03-13 00:00:00-04:00
66.75816345214844,2017-03-14 00:00:00-04:00
67.33000183105469,2017-03-15 00:00:00-04:00
68.01181030273438,2017-03-16 00:00:00-04:00
67.43263244628906,2017-03-17 00:00:00-04:00
