JD,Date
24.736454010009766,2016-03-04 00:00:00-05:00
24.418840408325195,2016-03-07 00:00:00-05:00
24.35344886779785,2016-03-08 00:00:00-05:00
24.60567283630371,2016-03-09 00:00:00-05:00
24.652379989624023,2016-03-10 00:00:00-05:00
25.9975643157959,2016-03-11 00:00:00-05:00
25.91349220275879,2016-03-14 00:00:00-04:00
25.371679306030273,2016-03-15 00:00:00-04:00
26.00690460205078,2016-03-16 00:00:00-04:00
25.250240325927734,2016-03-17 00:00:00-04:00
25.296947479248047,2016-03-18 00:00:00-04:00
25.18484878540039,2016-03-21 00:00:00-04:00
25.212873458862305,2016-03-22 00:00:00-04:00
24.979333877563477,2016-03-23 00:00:00-04:00
24.624357223510742,2016-03-24 00:00:00-04:00
24.119911193847656,2016-03-28 00:00:00-04:00
24.680404663085938,2016-03-29 00:00:00-04:00
25.4464111328125,2016-03-30 00:00:00-04:00
24.755138397216797,2016-03-31 00:00:00-04:00
24.998018264770508,2016-04-01 00:00:00-04:00
24.88591766357422,2016-04-04 00:00:00-04:00
24.773820877075195,2016-04-05 00:00:00-04:00
24.979333877563477,2016-04-06 00:00:00-04:00
24.76447868347168,2016-04-07 00:00:00-04:00
25.091434478759766,2016-04-08 00:00:00-04:00
25.483779907226562,2016-04-11 00:00:00-04:00
26.249786376953125,2016-04-12 00:00:00-04:00
27.63233757019043,2016-04-13 00:00:00-04:00
27.679044723510742,2016-04-14 00:00:00-04:00
27.91258430480957,2016-04-15 00:00:00-04:00
27.408140182495117,2016-04-18 00:00:00-04:00
26.95040512084961,2016-04-19 00:00:00-04:00
26.791597366333008,2016-04-20 00:00:00-04:00
26.89435386657715,2016-04-21 00:00:00-04:00
26.436616897583008,2016-04-22 00:00:00-04:00
25.623903274536133,2016-04-25 00:00:00-04:00
23.419294357299805,2016-04-26 00:00:00-04:00
23.67151641845703,2016-04-27 00:00:00-04:00
23.961103439331055,2016-04-28 00:00:00-04:00
23.877029418945312,2016-04-29 00:00:00-04:00
23.62480926513672,2016-05-02 00:00:00-04:00
22.793407440185547,2016-05-03 00:00:00-04:00
22.625259399414062,2016-05-04 00:00:00-04:00
23.213781356811523,2016-05-05 00:00:00-04:00
23.540735244750977,2016-05-06 00:00:00-04:00
21.887277603149414,2016-05-09 00:00:00-04:00
22.204891204833984,2016-05-10 00:00:00-04:00
21.607030868530273,2016-05-11 00:00:00-04:00
20.654193878173828,2016-05-12 00:00:00-04:00
21.149293899536133,2016-05-13 00:00:00-04:00
21.831228256225586,2016-05-16 00:00:00-04:00
22.307647705078125,2016-05-17 00:00:00-04:00
22.046085357666016,2016-05-18 00:00:00-04:00
21.588348388671875,2016-05-19 00:00:00-04:00
21.905960083007812,2016-05-20 00:00:00-04:00
21.38283348083496,2016-05-23 00:00:00-04:00
22.223573684692383,2016-05-24 00:00:00-04:00
