MU,Date
0.8066270351409912,1986-06-27 00:00:00-04:00
0.9029407501220703,1986-06-30 00:00:00-04:00
0.914979875087738,1986-07-01 00:00:00-04:00
0.9029407501220703,1986-07-02 00:00:00-04:00
0.9029407501220703,1986-07-03 00:00:00-04:00
0.7945878505706787,1986-07-07 00:00:00-04:00
0.7825485467910767,1986-07-08 00:00:00-04:00
0.7945878505706787,1986-07-09 00:00:00-04:00
0.7825485467910767,1986-07-10 00:00:00-04:00
0.7705093622207642,1986-07-11 00:00:00-04:00
0.6862349510192871,1986-07-14 00:00:00-04:00
0.6862349510192871,1986-07-15 00:00:00-04:00
0.7103133201599121,1986-07-16 00:00:00-04:00
0.7103133201599121,1986-07-17 00:00:00-04:00
0.7223525047302246,1986-07-18 00:00:00-04:00
0.6982742547988892,1986-07-21 00:00:00-04:00
0.6741955876350403,1986-07-22 00:00:00-04:00
0.6621565818786621,1986-07-23 00:00:00-04:00
0.6621565818786621,1986-07-24 00:00:00-04:00
