PYPL,Date
60.290000915527344,2017-08-16 00:00:00-04:00
59.290000915527344,2017-08-17 00:00:00-04:00
59.439998626708984,2017-08-18 00:00:00-04:00
59.400001525878906,2017-08-21 00:00:00-04:00
60.84000015258789,2017-08-22 00:00:00-04:00
60.04999923706055,2017-08-23 00:00:00-04:00
60.0,2017-08-24 00:00:00-04:00
59.970001220703125,2017-08-25 00:00:00-04:00
60.529998779296875,2017-08-28 00:00:00-04:00
61.0099983215332,2017-08-29 00:00:00-04:00
61.77000045776367,2017-08-30 00:00:00-04:00
61.68000030517578,2017-08-31 00:00:00-04:00
61.459999084472656,2017-09-01 00:00:00-04:00
61.27000045776367,2017-09-05 00:00:00-04:00
61.2400016784668,2017-09-06 00:00:00-04:00
62.0,2017-09-07 00:00:00-04:00
61.130001068115234,2017-09-08 00:00:00-04:00
62.63999938964844,2017-09-11 00:00:00-04:00
62.560001373291016,2017-09-12 00:00:00-04:00
62.040000915527344,2017-09-13 00:00:00-04:00
62.2400016784668,2017-09-14 00:00:00-04:00
62.5,2017-09-15 00:00:00-04:00
62.91999816894531,2017-09-18 00:00:00-04:00
63.83000183105469,2017-09-19 00:00:00-04:00
64.73999786376953,2017-09-20 00:00:00-04:00
64.62999725341797,2017-09-21 00:00:00-04:00
65.08000183105469,2017-09-22 00:00:00-04:00
