ZM,Date
395.989990234375,2020-12-14 00:00:00-05:00
399.42999267578125,2020-12-15 00:00:00-05:00
404.0,2020-12-16 00:00:00-05:00
401.6199951171875,2020-12-17 00:00:00-05:00
406.010009765625,2020-12-18 00:00:00-05:00
408.9700012207031,2020-12-21 00:00:00-05:00
409.0,2020-12-22 00:00:00-05:00
383.8800048828125,2020-12-23 00:00:00-05:00
375.1700134277344,2020-12-24 00:00:00-05:00
351.3900146484375,2020-12-28 00:00:00-05:00
353.75,2020-12-29 00:00:00-05:00
353.3999938964844,2020-12-30 00:00:00-05:00
337.32000732421875,2020-12-31 00:00:00-05:00
359.9800109863281,2021-01-04 00:00:00-05:00
360.8299865722656,2021-01-05 00:00:00-05:00
344.4100036621094,2021-01-06 00:00:00-05:00
342.5,2021-01-07 00:00:00-05:00
349.6099853515625,2021-01-08 00:00:00-05:00
337.7099914550781,2021-01-11 00:00:00-05:00
356.80999755859375,2021-01-12 00:00:00-05:00
364.6300048828125,2021-01-13 00:00:00-05:00
383.239990234375,2021-01-14 00:00:00-05:00
384.5299987792969,2021-01-15 00:00:00-05:00
393.8699951171875,2021-01-19 00:00:00-05:00
382.79998779296875,2021-01-20 00:00:00-05:00
382.80999755859375,2021-01-21 00:00:00-05:00
383.3999938964844,2021-01-22 00:00:00-05:00
391.8299865722656,2021-01-25 00:00:00-05:00
374.3900146484375,2021-01-26 00:00:00-05:00
370.739990234375,2021-01-27 00:00:00-05:00
378.5899963378906,2021-01-28 00:00:00-05:00
372.07000732421875,2021-01-29 00:00:00-05:00
381.92999267578125,2021-02-01 00:00:00-05:00
391.8399963378906,2021-02-02 00:00:00-05:00
380.4700012207031,2021-02-03 00:00:00-05:00
389.9800109863281,2021-02-04 00:00:00-05:00
419.5899963378906,2021-02-05 00:00:00-05:00
410.80999755859375,2021-02-08 00:00:00-05:00
430.0299987792969,2021-02-09 00:00:00-05:00
431.0,2021-02-10 00:00:00-05:00
432.7699890136719,2021-02-11 00:00:00-05:00
433.1099853515625,2021-02-12 00:00:00-05:00
444.510009765625,2021-02-16 00:00:00-05:00
429.4200134277344,2021-02-17 00:00:00-05:00
417.9100036621094,2021-02-18 00:00:00-05:00
417.260009765625,2021-02-19 00:00:00-05:00
394.3399963378906,2021-02-22 00:00:00-05:00
388.1600036621094,2021-02-23 00:00:00-05:00
385.2300109863281,2021-02-24 00:00:00-05:00
364.7300109863281,2021-02-25 00:00:00-05:00
373.6099853515625,2021-02-26 00:00:00-05:00
409.6600036621094,2021-03-01 00:00:00-05:00
372.7900085449219,2021-03-02 00:00:00-05:00
341.57000732421875,2021-03-03 00:00:00-05:00
343.0899963378906,2021-03-04 00:00:00-05:00
337.42999267578125,2021-03-05 00:00:00-05:00
310.92999267578125,2021-03-08 00:00:00-05:00
342.1099853515625,2021-03-09 00:00:00-05:00
336.0299987792969,2021-03-10 00:00:00-05:00
355.1700134277344,2021-03-11 00:00:00-05:00
346.3900146484375,2021-03-12 00:00:00-05:00
350.0,2021-03-15 00:00:00-04:00
335.0799865722656,2021-03-16 00:00:00-04:00
336.6499938964844,2021-03-17 00:00:00-04:00
316.32000732421875,2021-03-18 00:00:00-04:00
326.260009765625,2021-03-19 00:00:00-04:00
328.5,2021-03-22 00:00:00-04:00
339.760009765625,2021-03-23 00:00:00-04:00
314.9599914550781,2021-03-24 00:00:00-04:00
314.8500061035156,2021-03-25 00:00:00-04:00
319.95001220703125,2021-03-26 00:00:00-04:00
308.3900146484375,2021-03-29 00:00:00-04:00
313.19000244140625,2021-03-30 00:00:00-04:00
321.2900085449219,2021-03-31 00:00:00-04:00
326.2300109863281,2021-04-01 00:00:00-04:00
323.9599914550781,2021-04-05 00:00:00-04:00
329.7900085449219,2021-04-06 00:00:00-04:00
323.0799865722656,2021-04-07 00:00:00-04:00
331.2799987792969,2021-04-08 00:00:00-04:00
322.6499938964844,2021-04-09 00:00:00-04:00
321.510009765625,2021-04-12 00:00:00-04:00
342.75,2021-04-13 00:00:00-04:00
329.20001220703125,2021-04-14 00:00:00-04:00
332.3800048828125,2021-04-15 00:00:00-04:00
329.95001220703125,2021-04-16 00:00:00-04:00
324.3299865722656,2021-04-19 00:00:00-04:00
321.7799987792969,2021-04-20 00:00:00-04:00
322.760009765625,2021-04-21 00:00:00-04:00
328.32000732421875,2021-04-22 00:00:00-04:00
336.8800048828125,2021-04-23 00:00:00-04:00
336.4200134277344,2021-04-26 00:00:00-04:00
333.489990234375,2021-04-27 00:00:00-04:00
331.25,2021-04-28 00:00:00-04:00
321.1000061035156,2021-04-29 00:00:00-04:00
319.57000732421875,2021-04-30 00:00:00-04:00
313.9200134277344,2021-05-03 00:00:00-04:00
304.8500061035156,2021-05-04 00:00:00-04:00
297.5899963378906,2021-05-05 00:00:00-04:00
293.04998779296875,2021-05-06 00:00:00-04:00
295.239990234375,2021-05-07 00:00:00-04:00
288.489990234375,2021-05-10 00:00:00-04:00
300.25,2021-05-11 00:00:00-04:00
289.70001220703125,2021-05-12 00:00:00-04:00
290.1600036621094,2021-05-13 00:00:00-04:00
307.8900146484375,2021-05-14 00:00:00-04:00
308.92999267578125,2021-05-17 00:00:00-04:00
312.8599853515625,2021-05-18 00:00:00-04:00
310.4599914550781,2021-05-19 00:00:00-04:00
324.7099914550781,2021-05-20 00:00:00-04:00
316.3999938964844,2021-05-21 00:00:00-04:00
321.55999755859375,2021-05-24 00:00:00-04:00
321.2799987792969,2021-05-25 00:00:00-04:00
326.04998779296875,2021-05-26 00:00:00-04:00
326.42999267578125,2021-05-27 00:00:00-04:00
331.5299987792969,2021-05-28 00:00:00-04:00
327.7200012207031,2021-06-01 00:00:00-04:00
327.1099853515625,2021-06-02 00:00:00-04:00
319.010009765625,2021-06-03 00:00:00-04:00
336.0,2021-06-04 00:00:00-04:00
342.6600036621094,2021-06-07 00:00:00-04:00
341.260009765625,2021-06-08 00:00:00-04:00
333.6300048828125,2021-06-09 00:00:00-04:00
346.5,2021-06-10 00:00:00-04:00
366.3999938964844,2021-06-11 00:00:00-04:00
365.9100036621094,2021-06-14 00:00:00-04:00
359.0,2021-06-15 00:00:00-04:00
361.8299865722656,2021-06-16 00:00:00-04:00
372.95001220703125,2021-06-17 00:00:00-04:00
374.239990234375,2021-06-18 00:00:00-04:00
369.25,2021-06-21 00:00:00-04:00
374.6499938964844,2021-06-22 00:00:00-04:00
376.9200134277344,2021-06-23 00:00:00-04:00
373.3999938964844,2021-06-24 00:00:00-04:00
372.4700012207031,2021-06-25 00:00:00-04:00
388.8599853515625,2021-06-28 00:00:00-04:00
394.7300109863281,2021-06-29 00:00:00-04:00
387.0299987792969,2021-06-30 00:00:00-04:00
386.4800109863281,2021-07-01 00:00:00-04:00
388.8900146484375,2021-07-02 00:00:00-04:00
401.1199951171875,2021-07-06 00:00:00-04:00
393.9100036621094,2021-07-07 00:00:00-04:00
386.010009765625,2021-07-08 00:00:00-04:00
385.0799865722656,2021-07-09 00:00:00-04:00
379.1199951171875,2021-07-12 00:00:00-04:00
378.3900146484375,2021-07-13 00:00:00-04:00
360.6099853515625,2021-07-14 00:00:00-04:00
356.80999755859375,2021-07-15 00:00:00-04:00
361.9700012207031,2021-07-16 00:00:00-04:00
354.20001220703125,2021-07-19 00:00:00-04:00
