GOOGL,Date
9.543292999267578,2006-05-26 00:00:00-04:00
9.307807922363281,2006-05-30 00:00:00-04:00
9.304804801940918,2006-05-31 00:00:00-04:00
9.575075149536133,2006-06-01 00:00:00-04:00
9.495494842529297,2006-06-02 00:00:00-04:00
9.370369911193848,2006-06-05 00:00:00-04:00
9.759510040283203,2006-06-06 00:00:00-04:00
9.672422409057617,2006-06-07 00:00:00-04:00
9.842342376708984,2006-06-08 00:00:00-04:00
9.673924446105957,2006-06-09 00:00:00-04:00
9.54804801940918,2006-06-12 00:00:00-04:00
9.672673225402832,2006-06-13 00:00:00-04:00
9.619368553161621,2006-06-14 00:00:00-04:00
9.784785270690918,2006-06-15 00:00:00-04:00
9.777276992797852,2006-06-16 00:00:00-04:00
9.713212966918945,2006-06-19 00:00:00-04:00
9.688939094543457,2006-06-20 00:00:00-04:00
10.063312530517578,2006-06-21 00:00:00-04:00
10.008758544921875,2006-06-22 00:00:00-04:00
10.131631851196289,2006-06-23 00:00:00-04:00
10.115615844726562,2006-06-26 00:00:00-04:00
10.06806755065918,2006-06-27 00:00:00-04:00
10.16291332244873,2006-06-28 00:00:00-04:00
10.455705642700195,2006-06-29 00:00:00-04:00
10.493743896484375,2006-06-30 00:00:00-04:00
10.590591430664062,2006-07-03 00:00:00-04:00
10.547046661376953,2006-07-05 00:00:00-04:00
10.590339660644531,2006-07-06 00:00:00-04:00
10.521772384643555,2006-07-07 00:00:00-04:00
10.46546459197998,2006-07-10 00:00:00-04:00
10.624625205993652,2006-07-11 00:00:00-04:00
10.441692352294922,2006-07-12 00:00:00-04:00
10.23098087310791,2006-07-13 00:00:00-04:00
10.0975980758667,2006-07-14 00:00:00-04:00
10.207456588745117,2006-07-17 00:00:00-04:00
10.086336135864258,2006-07-18 00:00:00-04:00
9.9849853515625,2006-07-19 00:00:00-04:00
9.687687873840332,2006-07-20 00:00:00-04:00
9.762513160705566,2006-07-21 00:00:00-04:00
9.782281875610352,2006-07-24 00:00:00-04:00
9.743743896484375,2006-07-25 00:00:00-04:00
9.647147178649902,2006-07-26 00:00:00-04:00
9.56956958770752,2006-07-27 00:00:00-04:00
9.712713241577148,2006-07-28 00:00:00-04:00
9.674674987792969,2006-07-31 00:00:00-04:00
9.397147178649902,2006-08-01 00:00:00-04:00
9.189940452575684,2006-08-02 00:00:00-04:00
9.394144058227539,2006-08-03 00:00:00-04:00
9.355606079101562,2006-08-04 00:00:00-04:00
9.458208084106445,2006-08-07 00:00:00-04:00
9.53453540802002,2006-08-08 00:00:00-04:00
9.43293285369873,2006-08-09 00:00:00-04:00
9.364363670349121,2006-08-10 00:00:00-04:00
9.221721649169922,2006-08-11 00:00:00-04:00
9.2449951171875,2006-08-14 00:00:00-04:00
9.533783912658691,2006-08-15 00:00:00-04:00
9.702703475952148,2006-08-16 00:00:00-04:00
9.654655456542969,2006-08-17 00:00:00-04:00
9.59359359741211,2006-08-18 00:00:00-04:00
9.44194221496582,2006-08-21 00:00:00-04:00
9.466716766357422,2006-08-22 00:00:00-04:00
9.345094680786133,2006-08-23 00:00:00-04:00
9.3526029586792,2006-08-24 00:00:00-04:00
9.340841293334961,2006-08-25 00:00:00-04:00
9.533283233642578,2006-08-28 00:00:00-04:00
9.483233451843262,2006-08-29 00:00:00-04:00
9.528278350830078,2006-08-30 00:00:00-04:00
9.472723007202148,2006-08-31 00:00:00-04:00
9.47447395324707,2006-09-01 00:00:00-04:00
9.618618965148926,2006-09-05 00:00:00-04:00
9.513012886047363,2006-09-06 00:00:00-04:00
9.471721649169922,2006-09-07 00:00:00-04:00
9.455705642700195,2006-09-08 00:00:00-04:00
9.611862182617188,2006-09-11 00:00:00-04:00
9.807307243347168,2006-09-12 00:00:00-04:00
10.174424171447754,2006-09-13 00:00:00-04:00
10.109609603881836,2006-09-14 00:00:00-04:00
10.257257461547852,2006-09-15 00:00:00-04:00
10.377628326416016,2006-09-18 00:00:00-04:00
10.105355262756348,2006-09-19 00:00:00-04:00
9.934934616088867,2006-09-20 00:00:00-04:00
10.18143081665039,2006-09-21 00:00:00-04:00
10.104604721069336,2006-09-22 00:00:00-04:00
10.109609603881836,2006-09-25 00:00:00-04:00
10.18193244934082,2006-09-26 00:00:00-04:00
10.083083152770996,2006-09-27 00:00:00-04:00
10.099599838256836,2006-09-28 00:00:00-04:00
10.057558059692383,2006-09-29 00:00:00-04:00
10.046046257019043,2006-10-02 00:00:00-04:00
10.11111068725586,2006-10-03 00:00:00-04:00
10.402902603149414,2006-10-04 00:00:00-04:00
10.305556297302246,2006-10-05 00:00:00-04:00
10.523022651672363,2006-10-06 00:00:00-04:00
10.735735893249512,2006-10-09 00:00:00-04:00
10.676926612854004,2006-10-10 00:00:00-04:00
10.673172950744629,2006-10-11 00:00:00-04:00
10.696697235107422,2006-10-12 00:00:00-04:00
10.693193435668945,2006-10-13 00:00:00-04:00
10.554304122924805,2006-10-16 00:00:00-04:00
10.526527404785156,2006-10-17 00:00:00-04:00
10.493243217468262,2006-10-18 00:00:00-04:00
10.662161827087402,2006-10-19 00:00:00-04:00
11.503252983093262,2006-10-20 00:00:00-04:00
12.031532287597656,2006-10-23 00:00:00-04:00
11.844594955444336,2006-10-24 00:00:00-04:00
12.177177429199219,2006-10-25 00:00:00-04:00
12.139639854431152,2006-10-26 00:00:00-04:00
11.891892433166504,2006-10-27 00:00:00-04:00
11.926176071166992,2006-10-30 00:00:00-05:00
11.921671867370605,2006-10-31 00:00:00-05:00
